player_id,market_value
238223,56000000.0
371021,1800000.0
40423,1200000.0
14555,800000.0
176553,60000000.0
186590,36000000.0
54781,14500000.0
466794,6300000.0
258878,2800000.0
503977,2300000.0
157495,28000000.0
203853,24000000.0
277179,17500000.0
95424,40000000.0
182712,36000000.0
554175,250000.0
357565,64000000.0
26267,8000000.0
53622,40000000.0
466802,2300000.0
433183,0.0
88755,120000000.0
241641,80000000.0
35518,12000000.0
568177,0.0
426666,450000.0
134425,128000000.0
192565,80000000.0
171424,48000000.0
406635,27000000.0
225452,2800000.0
392763,675000.0
363205,56000000.0
26399,52000000.0
487180,0.0
105470,72000000.0
50219,8000000.0
71271,4000000.0
85864,3200000.0
340918,900000.0
14044,250000.0
565846,100000.0
486604,0.0
505046,0.0
139208,80000000.0
256178,33500000.0
82105,32000000.0
37838,16000000.0
541231,1800000.0
371814,800000.0
546194,0.0
554250,0.0
696324,0.0
234803,64000000.0
554251,1800000.0
344579,250000.0
347481,0.0
618495,0.0
314353,99000000.0
85177,8000000.0
485583,3600000.0
503680,0.0
225693,56000000.0
242273,650000.0
49499,40000000.0
302215,33500000.0
61651,28000000.0
143424,28000000.0
3333,6500000.0
565822,3600000.0
433188,1800000.0
314253,250000.0
433180,0.0
565420,0.0
655990,0.0
565419,0.0
86792,16000000.0
43530,9500000.0
344015,4500000.0
264660,250000.0
470606,0.0
200512,120000000.0
165793,10000000.0
487417,0.0
148455,120000000.0
236510,1600000.0
433182,0.0
131789,72000000.0
148368,16000000.0
406560,5400000.0
382555,0.0
580801,0.0
17965,14500000.0
195488,2800000.0
26276,800000.0
428016,200000.0
282823,0.0
341429,48000000.0
42710,24000000.0
175722,20000000.0
192765,17500000.0
43250,14500000.0
346478,7200000.0
341049,2000000.0
554173,0.0
392775,31500000.0
50174,16000000.0
568006,0.0
127032,16000000.0
480763,13500000.0
341051,8000000.0
249126,32000000.0
406638,7200000.0
77760,6500000.0
581598,0.0
69633,68000000.0
450936,52000000.0
348795,40000000.0
46001,20000000.0
337800,13500000.0
207929,64000000.0
91845,64000000.0
284165,28000000.0
215679,3500000.0
77100,32000000.0
111630,16000000.0
132098,120000000.0
552655,3600000.0
192279,32000000.0
19948,600000.0
396859,450000.0
86202,40000000.0
157509,28000000.0
196948,24000000.0
57500,24000000.0
303254,16000000.0
392757,2700000.0
503976,0.0
181778,24000000.0
112515,20000000.0
485585,0.0
472423,22500000.0
504148,3200000.0
580765,0.0
225083,80000000.0
102017,52000000.0
423744,5400000.0
51471,36000000.0
202886,24000000.0
131978,21500000.0
147034,3200000.0
587003,0.0
173859,12000000.0
346483,40500000.0
433181,2300000.0
392768,31500000.0
52769,22500000.0
281404,9500000.0
315779,54000000.0
65278,9500000.0
331726,40000000.0
179184,17500000.0
82442,7000000.0
571743,0.0
59377,40000000.0
30690,2800000.0
13460,600000.0
192611,475000.0
550829,250000.0
177907,56000000.0
184573,28000000.0
286384,17500000.0
93176,8000000.0
117996,7000000.0
460683,0.0
531677,0.0
548470,0.0
183288,17500000.0
507700,11000000.0
14086,3200000.0
258879,800000.0
477758,32000000.0
357147,18000000.0
342046,8000000.0
315131,6300000.0
531679,1800000.0
74683,16000000.0
505219,2700000.0
122153,80000000.0
315969,22500000.0
191614,17500000.0
433991,900000.0
536030,900000.0
496652,675000.0
240306,48000000.0
141660,17500000.0
203394,16000000.0
44068,9500000.0
392770,3600000.0
258923,64000000.0
518644,450000.0
532826,29000000.0
319301,22500000.0
344830,6300000.0
182877,48000000.0
62121,5200000.0
531678,0.0
72476,28000000.0
111873,2800000.0
220491,250000.0
94005,16000000.0
34322,14500000.0
215118,14500000.0
88590,12000000.0
46741,12000000.0
253341,9500000.0
210178,4800000.0
415912,2400000.0
392761,0.0
300716,20000000.0
43003,3200000.0
340307,0.0
191217,32000000.0
285845,14500000.0
112988,8000000.0
318077,36000000.0
111455,24000000.0
465830,40500000.0
319745,32000000.0
55735,20000000.0
340329,16000000.0
404386,0.0
506965,0.0
528894,0.0
35664,17500000.0
392765,2700000.0
655488,25000000.0
343052,52000000.0
433177,20000000.0
340325,12500000.0
58864,56000000.0
93720,48000000.0
340324,11000000.0
503768,0.0
503770,0.0
130164,28000000.0
48870,3200000.0
4311,550000.0
329813,150000.0
118534,20000000.0
289446,20000000.0
348623,13500000.0
91251,1200000.0
419325,0.0
661053,0.0
126664,28000000.0
13507,1600000.0
110860,600000.0
161869,9500000.0
68390,9500000.0
182894,22500000.0
56818,9500000.0
93905,2400000.0
399369,1300000.0
221025,22500000.0
314210,16000000.0
50362,12000000.0
353147,250000.0
90466,22500000.0
242631,25500000.0
175169,16000000.0
75471,4800000.0
503733,1300000.0
33713,12000000.0
378710,52000000.0
364135,25000000.0
306024,24000000.0
45671,12000000.0
209781,3200000.0
511550,0.0
16911,9500000.0
203026,6500000.0
2857,600000.0
320141,32000000.0
42412,12000000.0
293168,7000000.0
214056,5500000.0
67252,4000000.0
10003,1200000.0
314372,0.0
316125,40000000.0
6636,1600000.0
505194,0.0
215876,32000000.0
413220,3600000.0
274839,36000000.0
341501,8000000.0
111051,5500000.0
249565,44000000.0
129588,19000000.0
73522,1200000.0
475188,0.0
61560,8000000.0
294057,48000000.0
246579,1200000.0
298240,250000.0
398065,17500000.0
292417,14500000.0
246968,24000000.0
197838,16000000.0
295330,12000000.0
420808,450000.0
45026,16000000.0
29712,2000000.0
285033,250000.0
462820,0.0
142310,14500000.0
128901,14500000.0
251896,6000000.0
67252,4000000.0
204198,4000000.0
525247,800000.0
495993,150000.0
539807,0.0
357158,9000000.0
504581,0.0
171679,16000000.0
175446,16000000.0
614084,900000.0
133858,300000.0
293283,100000.0
225161,40000000.0
168157,22500000.0
415646,2300000.0
184382,250000.0
544789,100000.0
463758,0.0
511815,0.0
29364,8000000.0
337787,450000.0
502073,0.0
532541,0.0
571827,0.0
429014,7200000.0
379980,325000.0
614603,0.0
204103,25500000.0
256977,12000000.0
487465,11500000.0
183283,250000.0
206040,40000000.0
340950,28000000.0
265078,15500000.0
606872,1800000.0
322089,150000.0
392762,0.0
29692,3200000.0
51321,2800000.0
37403,800000.0
15930,250000.0
576099,0.0
272622,28000000.0
285548,9500000.0
48002,6500000.0
37526,3200000.0
587106,2300000.0
92571,6500000.0
181380,6500000.0
140191,4000000.0
20007,800000.0
503795,250000.0
468002,0.0
283628,12000000.0
51226,1200000.0
419025,0.0
357662,49500000.0
31835,4800000.0
74223,4800000.0
423571,0.0
476367,0.0
135853,16000000.0
357885,16000000.0
396857,0.0
159372,32000000.0
258011,800000.0
337321,0.0
314875,16000000.0
69015,9500000.0
22614,4800000.0
342048,4500000.0
181375,36000000.0
104124,9500000.0
50935,6800000.0
195906,4800000.0
427568,12500000.0
15220,400000.0
357658,250000.0
582078,0.0
177476,28000000.0
90836,9500000.0
480116,8000000.0
480987,8000000.0
419930,1200000.0
435765,0.0
249513,8000000.0
